station,valid,lon,lat,elevation,tmpf,dwpf,feel,sknt
MDQ,2023-07-10 22:35,-86.5600,34.8600,230.00,84.00,62.20,84.71,8.00
ALX,2023-07-10 22:35,-85.9613,32.9143,193.00,85.30,68.00,88.63,5.00
8A0,2023-07-10 22:35,-86.2481,34.2316,317.00,80.60,64.40,82.27,7.00
4A6,2023-07-10 22:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-10 22:35,-87.3142,33.9020,147.00,84.20,71.60,89.60,5.00
CQF,2023-07-10 22:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-10 22:35,-86.8580,34.2687,289.02,82.40,69.80,86.22,5.00
DYA,2023-07-10 22:35,-87.9541,32.4638,32.25,84.40,72.30,90.37,0.00
SEM,2023-07-10 22:35,-86.9878,32.3439,44.25,87.80,71.60,94.18,6.00
1A9,2023-07-10 22:35,-86.5127,32.4387,63.56,87.80,67.60,91.17,3.00
ASN,2023-07-10 22:35,-86.0512,33.5695,155.32,81.00,69.80,84.43,0.00
PLR,2023-07-10 22:35,-86.2491,33.5588,144.69,84.20,69.80,88.43,4.00
1R8,2023-07-10 22:35,-87.8193,30.8703,72.03,80.60,75.20,86.17,9.00
HDL,2023-07-10 22:35,-85.3125,31.3641,108.00,86.00,77.00,97.15,6.00
4A9,2023-07-10 22:35,-85.7214,34.4737,267.00,83.70,65.00,85.43,6.00
SCD,2023-07-10 22:35,-86.3055,33.1718,170.50,85.60,71.00,91.04,0.00
EDN,2023-07-10 22:35,-85.9048,31.2982,104.85,87.30,73.00,94.72,4.00
BFM,2023-07-10 22:48,-88.0681,30.6268,8.00,75.20,73.40,75.20,4.00
MOB,2023-07-10 22:48,-88.2456,30.6883,67.00,76.00,72.00,75.90,7.00
HSV,2023-07-10 22:53,-86.7861,34.6439,196.00,85.00,64.00,86.23,4.00
EET,2023-07-10 22:53,-86.7818,33.1784,172.00,86.00,70.00,90.73,5.00
DCU,2023-07-10 22:53,-86.9453,34.6525,177.00,84.00,63.00,84.99,3.00
GZH,2023-07-10 22:53,-87.0441,31.4158,79.00,89.00,70.00,94.41,3.00
BHM,2023-07-10 22:53,-86.7449,33.5655,192.00,85.00,68.00,88.18,8.00
BFM,2023-07-10 22:53,-88.0681,30.6268,8.00,76.00,73.00,75.90,7.00
MSL,2023-07-10 22:53,-87.5996,34.7439,168.00,85.00,63.00,85.83,3.00
DHN,2023-07-10 22:53,-85.4500,31.3200,122.00,88.00,74.00,96.63,8.00
MGM,2023-07-10 22:53,-86.3940,32.3006,62.00,88.00,69.00,92.43,0.00
TCL,2023-07-10 22:53,-87.6161,33.2119,52.00,88.00,69.00,92.43,3.00
ANB,2023-07-10 22:53,-85.8479,33.5904,182.00,85.00,68.00,88.18,5.00
TOI,2023-07-10 22:53,-86.0121,31.8604,121.00,89.00,69.00,93.71,8.00
4A9,2023-07-10 22:55,-85.7214,34.4737,267.00,82.80,66.00,84.97,5.00
ALX,2023-07-10 22:55,-85.9613,32.9143,193.00,84.20,68.50,87.68,5.00
4A6,2023-07-10 22:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-10 22:55,-87.3142,33.9020,147.00,84.20,69.80,88.43,4.00
CQF,2023-07-10 22:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-10 22:55,-86.8580,34.2687,289.02,80.60,68.00,83.29,5.00
DYA,2023-07-10 22:55,-87.9541,32.4638,32.25,85.00,70.70,90.12,0.00
SEM,2023-07-10 22:55,-86.9878,32.3439,44.25,87.80,71.60,94.18,7.00
SXS,2023-07-10 22:55,-85.8549,31.3612,122.26,86.20,72.00,92.50,8.00
1A9,2023-07-10 22:55,-86.5127,32.4387,63.56,87.40,68.70,91.45,0.00
ASN,2023-07-10 22:55,-86.0512,33.5695,155.32,81.50,72.00,86.10,0.00
PLR,2023-07-10 22:55,-86.2491,33.5588,144.69,86.00,71.60,91.92,5.00
1R8,2023-07-10 22:55,-87.8193,30.8703,72.03,78.80,75.20,78.80,4.00
MDQ,2023-07-10 22:55,-86.5600,34.8600,230.00,83.70,60.60,83.94,10.00
8A0,2023-07-10 22:55,-86.2481,34.2316,317.00,80.60,64.40,82.27,7.00
OZR,2023-07-10 22:55,-85.7134,31.2758,91.00,86.20,72.00,92.50,6.00
HDL,2023-07-10 22:55,-85.3125,31.3641,108.00,86.00,77.00,97.15,6.00
HUA,2023-07-10 22:55,-86.6848,34.6786,209.00,81.70,64.40,83.31,6.00
MXF,2023-07-10 22:55,-86.3658,32.3829,51.00,85.50,67.00,88.23,0.00
EDN,2023-07-10 22:55,-85.9048,31.2982,104.85,86.20,73.00,93.27,5.00
HEY,2023-07-10 22:55,-85.6543,31.3460,97.00,86.50,74.00,94.80,5.00
SCD,2023-07-10 22:55,-86.3055,33.1718,170.50,85.00,70.20,89.54,0.00
LOR,2023-07-10 22:55,-85.7511,31.3558,74.00,87.00,73.00,94.46,7.00
JKA,2023-07-10 22:56,-87.6718,30.2905,4.90,77.00,75.20,77.00,5.00
1M4,2023-07-10 22:56,-87.6004,34.2803,284.00,82.00,68.00,84.92,6.00
GAD,2023-07-10 22:56,-86.0891,33.9727,173.00,84.00,70.00,88.31,6.00
EKY,2023-07-10 22:56,-86.9263,33.3126,213.73,85.00,70.00,89.40,5.00
MOB,2023-07-10 22:56,-88.2456,30.6883,67.00,76.00,72.00,75.90,9.00
EUF,2023-07-10 22:58,-85.1289,31.9513,87.00,86.00,72.00,92.25,4.00
0J4,2023-07-10 22:58,-86.3119,31.0447,91.00,90.00,70.00,95.49,6.00
PRN,2023-07-10 22:58,-86.6107,31.8457,137.50,84.00,69.00,87.78,4.00
LOR,2023-07-10 23:09,-85.7511,31.3558,74.00,87.80,73.40,95.86,5.00
MDQ,2023-07-10 23:15,-86.5600,34.8600,230.00,82.40,60.60,82.85,7.00
4A9,2023-07-10 23:15,-85.7214,34.4737,267.00,82.40,64.80,84.12,4.00
ALX,2023-07-10 23:15,-85.9613,32.9143,193.00,84.20,70.20,88.68,3.00
8A0,2023-07-10 23:15,-86.2481,34.2316,317.00,80.60,64.40,82.27,8.00
4A6,2023-07-10 23:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-10 23:15,-87.3142,33.9020,147.00,84.20,69.80,88.43,5.00
CQF,2023-07-10 23:15,-87.8770,30.4605,27.00,75.20,71.60,75.20,4.00
CMD,2023-07-10 23:15,-86.8580,34.2687,289.02,80.60,68.00,83.29,4.00
DYA,2023-07-10 23:15,-87.9541,32.4638,32.25,85.00,75.60,94.23,0.00
SEM,2023-07-10 23:15,-86.9878,32.3439,44.25,87.80,71.60,94.18,6.00
SCD,2023-07-10 23:15,-86.3055,33.1718,170.50,84.20,70.70,89.00,0.00
1A9,2023-07-10 23:15,-86.5127,32.4387,63.56,87.00,68.70,90.88,0.00
EDN,2023-07-10 23:15,-85.9048,31.2982,104.85,85.50,72.50,92.00,5.00
ASN,2023-07-10 23:15,-86.0512,33.5695,155.32,82.00,70.50,85.92,0.00
PLR,2023-07-10 23:15,-86.2491,33.5588,144.69,84.20,69.80,88.43,6.00
1R8,2023-07-10 23:15,-87.8193,30.8703,72.03,78.80,73.40,78.80,5.00
HDL,2023-07-10 23:15,-85.3125,31.3641,108.00,84.20,77.00,94.16,5.00
OZR,2023-07-10 23:24,-85.7134,31.2758,91.00,86.00,71.60,91.92,7.00
HEY,2023-07-10 23:27,-85.6543,31.3460,97.00,87.80,73.40,95.86,8.00
ALX,2023-07-10 23:35,-85.9613,32.9143,193.00,84.20,70.70,89.00,3.00
8A0,2023-07-10 23:35,-86.2481,34.2316,317.00,78.80,62.60,78.80,5.00
4A6,2023-07-10 23:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-10 23:35,-87.3142,33.9020,147.00,84.20,71.60,89.60,4.00
CQF,2023-07-10 23:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-10 23:35,-86.8580,34.2687,289.02,80.60,68.00,83.29,4.00
DYA,2023-07-10 23:35,-87.9541,32.4638,32.25,82.60,75.20,89.82,0.00
SEM,2023-07-10 23:35,-86.9878,32.3439,44.25,87.80,71.60,94.18,5.00
EDN,2023-07-10 23:35,-85.9048,31.2982,104.85,84.20,72.70,90.40,5.00
ASN,2023-07-10 23:35,-86.0512,33.5695,155.32,81.70,70.70,85.75,3.00
1R8,2023-07-10 23:35,-87.8193,30.8703,72.03,78.80,73.40,78.80,4.00
HDL,2023-07-10 23:35,-85.3125,31.3641,108.00,86.00,77.00,97.15,7.00
PLR,2023-07-10 23:35,-86.2491,33.5588,144.69,84.20,69.80,88.43,0.00
MDQ,2023-07-10 23:35,-86.5600,34.8600,230.00,81.70,60.00,82.17,8.00
SCD,2023-07-10 23:35,-86.3055,33.1718,170.50,84.20,71.00,89.13,0.00
1A9,2023-07-10 23:35,-86.5127,32.4387,63.56,85.80,69.00,89.75,0.00
4A9,2023-07-10 23:35,-85.7214,34.4737,267.00,82.00,65.00,83.67,4.00
EET,2023-07-10 23:53,-86.7818,33.1784,172.00,84.00,70.00,88.31,6.00
DHN,2023-07-10 23:53,-85.4500,31.3200,122.00,86.00,73.00,93.09,9.00
MGM,2023-07-10 23:53,-86.3940,32.3006,62.00,86.00,72.00,92.25,0.00
MSL,2023-07-10 23:53,-87.5996,34.7439,168.00,83.00,63.00,83.98,3.00
HSV,2023-07-10 23:53,-86.7861,34.6439,196.00,84.00,65.00,85.72,5.00
TOI,2023-07-10 23:53,-86.0121,31.8604,121.00,88.00,69.00,92.43,4.00
DCU,2023-07-10 23:53,-86.9453,34.6525,177.00,82.00,65.00,83.76,4.00
BHM,2023-07-10 23:53,-86.7449,33.5655,192.00,84.00,67.00,86.62,7.00
GZH,2023-07-10 23:53,-87.0441,31.4158,79.00,87.00,71.00,92.90,3.00
BFM,2023-07-10 23:53,-88.0681,30.6268,8.00,76.00,74.00,75.90,4.00
ANB,2023-07-10 23:53,-85.8479,33.5904,182.00,83.00,69.00,86.48,5.00
TCL,2023-07-10 23:53,-87.6161,33.2119,52.00,85.00,71.00,90.16,4.00
MDQ,2023-07-10 23:55,-86.5600,34.8600,230.00,81.00,60.30,81.66,7.00
JKA,2023-07-10 23:55,-87.6718,30.2905,4.90,77.00,75.20,77.00,4.00
4A9,2023-07-10 23:55,-85.7214,34.4737,267.00,81.30,65.50,83.26,5.00
ALX,2023-07-10 23:55,-85.9613,32.9143,193.00,83.00,71.60,87.86,4.00
8A0,2023-07-10 23:55,-86.2481,34.2316,317.00,78.80,62.60,78.80,5.00
4A6,2023-07-10 23:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-10 23:55,-87.3142,33.9020,147.00,82.40,71.60,87.18,4.00
CQF,2023-07-10 23:55,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
MXF,2023-07-10 23:55,-86.3658,32.3829,51.00,84.20,72.50,90.25,0.00
CMD,2023-07-10 23:55,-86.8580,34.2687,289.02,78.80,68.00,78.80,0.00
SEM,2023-07-10 23:55,-86.9878,32.3439,44.25,86.00,71.60,91.92,3.00
SCD,2023-07-10 23:55,-86.3055,33.1718,170.50,83.50,71.40,88.55,0.00
SXS,2023-07-10 23:55,-85.8549,31.3612,122.26,84.40,73.40,91.22,5.00
EDN,2023-07-10 23:55,-85.9048,31.2982,104.85,83.80,73.40,90.36,4.00
ASN,2023-07-10 23:55,-86.0512,33.5695,155.32,82.60,70.50,86.84,5.00
1R8,2023-07-10 23:55,-87.8193,30.8703,72.03,78.80,73.40,78.80,0.00
HDL,2023-07-10 23:55,-85.3125,31.3641,108.00,84.20,77.00,94.16,6.00
OZR,2023-07-10 23:55,-85.7134,31.2758,91.00,85.30,71.20,90.73,5.00
HUA,2023-07-10 23:55,-86.6848,34.6786,209.00,81.50,64.80,83.25,5.00
LOR,2023-07-10 23:55,-85.7511,31.3558,74.00,84.40,74.00,91.63,4.00
DYA,2023-07-10 23:55,-87.9541,32.4638,32.25,82.20,74.00,88.39,0.00
1A9,2023-07-10 23:55,-86.5127,32.4387,63.56,86.00,69.00,90.11,0.00
HEY,2023-07-10 23:55,-85.6543,31.3460,97.00,85.80,74.00,93.63,5.00
MOB,2023-07-10 23:56,-88.2456,30.6883,67.00,76.00,73.00,75.90,4.00
EKY,2023-07-10 23:56,-86.9263,33.3126,213.73,83.00,70.00,86.95,3.00
1M4,2023-07-10 23:56,-87.6004,34.2803,284.00,79.00,69.00,79.00,4.00
GAD,2023-07-10 23:56,-86.0891,33.9727,173.00,82.00,69.00,85.39,5.00
79J,2023-07-10 23:56,-86.3902,31.3061,98.00,85.00,71.00,90.16,6.00
EUF,2023-07-10 23:58,-85.1289,31.9513,87.00,85.00,72.00,90.82,3.00
0J4,2023-07-10 23:58,-86.3119,31.0447,91.00,88.00,71.00,94.00,0.00
PRN,2023-07-10 23:58,-86.6107,31.8457,137.50,83.00,71.00,87.57,0.00
ALX,2023-07-11 00:15,-85.9613,32.9143,193.00,81.30,74.70,87.21,0.00
8A0,2023-07-11 00:15,-86.2481,34.2316,317.00,78.80,62.60,78.80,3.00
4A6,2023-07-11 00:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 00:15,-87.3142,33.9020,147.00,82.40,71.60,87.18,0.00
CQF,2023-07-11 00:15,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-11 00:15,-86.8580,34.2687,289.02,78.80,68.00,78.80,0.00
SEM,2023-07-11 00:15,-86.9878,32.3439,44.25,86.00,73.40,93.45,0.00
EDN,2023-07-11 00:15,-85.9048,31.2982,104.85,82.80,73.40,88.87,0.00
ASN,2023-07-11 00:15,-86.0512,33.5695,155.32,82.40,69.80,86.22,4.00
PLR,2023-07-11 00:15,-86.2491,33.5588,144.69,82.40,71.60,87.18,0.00
1R8,2023-07-11 00:15,-87.8193,30.8703,72.03,78.80,73.40,78.80,4.00
HDL,2023-07-11 00:15,-85.3125,31.3641,108.00,84.20,77.00,94.16,5.00
DYA,2023-07-11 00:15,-87.9541,32.4638,32.25,82.80,76.00,90.87,0.00
MDQ,2023-07-11 00:15,-86.5600,34.8600,230.00,80.00,60.80,79.90,6.00
4A9,2023-07-11 00:15,-85.7214,34.4737,267.00,80.00,64.40,81.80,0.00
SCD,2023-07-11 00:15,-86.3055,33.1718,170.50,81.00,73.00,85.97,0.00
1A9,2023-07-11 00:15,-86.5127,32.4387,63.56,85.00,69.60,89.15,0.00
MDQ,2023-07-11 00:35,-86.5600,34.8600,230.00,78.30,62.60,78.30,5.00
ALX,2023-07-11 00:35,-85.9613,32.9143,193.00,80.60,74.80,85.97,0.00
8A0,2023-07-11 00:35,-86.2481,34.2316,317.00,77.00,62.60,77.00,3.00
4A6,2023-07-11 00:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 00:35,-87.3142,33.9020,147.00,80.60,75.20,86.17,0.00
CQF,2023-07-11 00:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 00:35,-86.8580,34.2687,289.02,75.20,69.80,75.20,0.00
DYA,2023-07-11 00:35,-87.9541,32.4638,32.25,80.20,75.60,85.67,0.00
SEM,2023-07-11 00:35,-86.9878,32.3439,44.25,84.20,73.40,90.94,0.00
SCD,2023-07-11 00:35,-86.3055,33.1718,170.50,78.00,72.50,78.10,0.00
1A9,2023-07-11 00:35,-86.5127,32.4387,63.56,83.00,71.80,88.26,0.00
ASN,2023-07-11 00:35,-86.0512,33.5695,155.32,81.30,70.50,85.11,4.00
1R8,2023-07-11 00:35,-87.8193,30.8703,72.03,78.80,73.40,78.80,0.00
HDL,2023-07-11 00:35,-85.3125,31.3641,108.00,82.40,75.20,89.48,6.00
4A9,2023-07-11 00:35,-85.7214,34.4737,267.00,78.60,64.00,78.60,0.00
EDN,2023-07-11 00:35,-85.9048,31.2982,104.85,81.50,74.00,87.10,0.00
DHN,2023-07-11 00:36,-85.4500,31.3200,122.00,82.00,74.00,87.93,5.00
HSV,2023-07-11 00:53,-86.7861,34.6439,196.00,79.00,66.00,79.00,3.00
EET,2023-07-11 00:53,-86.7818,33.1784,172.00,79.00,73.00,79.00,0.00
TOI,2023-07-11 00:53,-86.0121,31.8604,121.00,82.00,72.00,86.83,0.00
DHN,2023-07-11 00:53,-85.4500,31.3200,122.00,81.00,73.00,85.81,4.00
DCU,2023-07-11 00:53,-86.9453,34.6525,177.00,75.00,68.00,75.00,0.00
GZH,2023-07-11 00:53,-87.0441,31.4158,79.00,80.00,72.00,83.94,0.00
BFM,2023-07-11 00:53,-88.0681,30.6268,8.00,77.00,75.00,77.00,4.00
MGM,2023-07-11 00:53,-86.3940,32.3006,62.00,83.00,75.00,90.18,0.00
ANB,2023-07-11 00:53,-85.8479,33.5904,182.00,79.00,71.00,79.00,0.00
MSL,2023-07-11 00:53,-87.5996,34.7439,168.00,79.00,65.00,79.00,3.00
BHM,2023-07-11 00:53,-86.7449,33.5655,192.00,80.00,69.00,83.01,5.00
TCL,2023-07-11 00:53,-87.6161,33.2119,52.00,83.00,71.00,87.57,3.00
0J4,2023-07-11 00:54,-86.3119,31.0447,91.00,83.00,72.00,88.11,0.00
MDQ,2023-07-11 00:55,-86.5600,34.8600,230.00,77.20,63.00,77.20,3.00
4A9,2023-07-11 00:55,-85.7214,34.4737,267.00,76.30,66.70,76.30,0.00
ALX,2023-07-11 00:55,-85.9613,32.9143,193.00,77.50,77.20,77.50,0.00
8A0,2023-07-11 00:55,-86.2481,34.2316,317.00,77.00,62.60,77.00,3.00
4A6,2023-07-11 00:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 00:55,-87.3142,33.9020,147.00,77.00,75.20,77.00,0.00
CQF,2023-07-11 00:55,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-11 00:55,-86.8580,34.2687,289.02,71.60,69.80,71.60,0.00
DYA,2023-07-11 00:55,-87.9541,32.4638,32.25,79.50,75.70,79.50,0.00
SEM,2023-07-11 00:55,-86.9878,32.3439,44.25,82.40,77.00,90.85,3.00
SCD,2023-07-11 00:55,-86.3055,33.1718,170.50,77.70,73.60,77.70,0.00
SXS,2023-07-11 00:55,-85.8549,31.3612,122.26,82.00,73.20,87.51,3.00
EDN,2023-07-11 00:55,-85.9048,31.2982,104.85,80.80,73.80,85.85,0.00
ASN,2023-07-11 00:55,-86.0512,33.5695,155.32,80.00,70.70,83.51,3.00
PLR,2023-07-11 00:55,-86.2491,33.5588,144.69,77.00,73.40,77.00,0.00
1R8,2023-07-11 00:55,-87.8193,30.8703,72.03,77.00,73.40,77.00,0.00
HDL,2023-07-11 00:55,-85.3125,31.3641,108.00,80.60,75.20,86.17,3.00
OZR,2023-07-11 00:55,-85.7134,31.2758,91.00,82.60,70.50,86.84,6.00
HEY,2023-07-11 00:55,-85.6543,31.3460,97.00,82.00,73.20,87.51,5.00
HUA,2023-07-11 00:55,-86.6848,34.6786,209.00,77.40,64.20,77.40,4.00
LOR,2023-07-11 00:55,-85.7511,31.3558,74.00,80.40,73.60,85.06,0.00
MXF,2023-07-11 00:55,-86.3658,32.3829,51.00,79.70,72.50,79.70,0.00
1A9,2023-07-11 00:55,-86.5127,32.4387,63.56,81.00,73.80,86.37,0.00
JKA,2023-07-11 00:56,-87.6718,30.2905,4.90,77.00,77.00,77.00,0.00
MOB,2023-07-11 00:56,-88.2456,30.6883,67.00,76.00,73.00,75.90,0.00
GAD,2023-07-11 00:56,-86.0891,33.9727,173.00,78.00,70.00,78.10,4.00
EKY,2023-07-11 00:56,-86.9263,33.3126,213.73,79.00,69.00,79.00,4.00
79J,2023-07-11 00:56,-86.3902,31.3061,98.00,83.00,72.00,88.11,3.00
1M4,2023-07-11 00:56,-87.6004,34.2803,284.00,74.00,71.00,73.90,0.00
PRN,2023-07-11 00:58,-86.6107,31.8457,137.50,77.00,72.00,77.00,0.00
0J4,2023-07-11 00:58,-86.3119,31.0447,91.00,83.00,72.00,88.11,0.00
EUF,2023-07-11 00:58,-85.1289,31.9513,87.00,78.00,74.00,78.10,0.00
MXF,2023-07-11 01:00,-86.3658,32.3829,51.00,80.60,73.40,85.32,0.00
MXF,2023-07-11 01:01,-86.3658,32.3829,51.00,80.60,73.40,85.32,0.00
MXF,2023-07-11 01:08,-86.3658,32.3829,51.00,78.80,71.60,78.80,0.00
TOI,2023-07-11 01:09,-86.0121,31.8604,121.00,81.00,72.00,85.35,0.00
MXF,2023-07-11 01:09,-86.3658,32.3829,51.00,78.80,71.60,78.80,0.00
MDQ,2023-07-11 01:15,-86.5600,34.8600,230.00,75.70,63.00,75.70,3.00
JKA,2023-07-11 01:15,-87.6718,30.2905,4.90,77.00,77.00,77.00,0.00
8A0,2023-07-11 01:15,-86.2481,34.2316,317.00,75.20,62.60,75.20,3.00
4A6,2023-07-11 01:15,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 01:15,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-11 01:15,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 01:15,-86.8580,34.2687,289.02,69.80,69.80,69.80,0.00
DYA,2023-07-11 01:15,-87.9541,32.4638,32.25,78.00,75.40,77.90,0.00
SEM,2023-07-11 01:15,-86.9878,32.3439,44.25,80.60,80.60,91.23,0.00
EDN,2023-07-11 01:15,-85.9048,31.2982,104.85,80.00,73.60,84.53,4.00
PLR,2023-07-11 01:15,-86.2491,33.5588,144.69,75.20,73.40,75.20,0.00
1R8,2023-07-11 01:15,-87.8193,30.8703,72.03,77.00,73.40,77.00,0.00
HDL,2023-07-11 01:15,-85.3125,31.3641,108.00,80.60,77.00,87.59,4.00
ALX,2023-07-11 01:15,-85.9613,32.9143,193.00,76.30,76.00,76.30,0.00
ASN,2023-07-11 01:15,-86.0512,33.5695,155.32,79.00,71.00,79.00,0.00
SCD,2023-07-11 01:15,-86.3055,33.1718,170.50,76.00,73.40,76.10,0.00
1A9,2023-07-11 01:15,-86.5127,32.4387,63.56,80.00,73.20,79.90,3.00
4A9,2023-07-11 01:15,-85.7214,34.4737,267.00,74.00,67.00,73.90,0.00
MDQ,2023-07-11 01:35,-86.5600,34.8600,230.00,73.00,63.70,73.00,0.00
JKA,2023-07-11 01:35,-87.6718,30.2905,4.90,77.00,77.00,77.00,0.00
4A9,2023-07-11 01:35,-85.7214,34.4737,267.00,72.70,65.80,72.70,0.00
8A0,2023-07-11 01:35,-86.2481,34.2316,317.00,73.40,62.60,73.40,4.00
4A6,2023-07-11 01:35,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 01:35,-87.3142,33.9020,147.00,75.20,75.20,75.20,0.00
CQF,2023-07-11 01:35,-87.8770,30.4605,27.00,73.40,73.40,73.40,0.00
CMD,2023-07-11 01:35,-86.8580,34.2687,289.02,68.00,68.00,68.00,0.00
DYA,2023-07-11 01:35,-87.9541,32.4638,32.25,77.20,76.60,77.20,0.00
SEM,2023-07-11 01:35,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-11 01:35,-86.3055,33.1718,170.50,77.70,71.60,77.70,0.00
1A9,2023-07-11 01:35,-86.5127,32.4387,63.56,78.40,73.00,78.40,0.00
EDN,2023-07-11 01:35,-85.9048,31.2982,104.85,80.00,73.40,84.45,0.00
PLR,2023-07-11 01:35,-86.2491,33.5588,144.69,73.40,73.40,73.40,0.00
1R8,2023-07-11 01:35,-87.8193,30.8703,72.03,77.00,73.40,77.00,0.00
HDL,2023-07-11 01:35,-85.3125,31.3641,108.00,80.60,77.00,87.59,0.00
ALX,2023-07-11 01:35,-85.9613,32.9143,193.00,76.30,76.00,76.30,0.00
ASN,2023-07-11 01:35,-86.0512,33.5695,155.32,78.80,71.00,78.80,0.00
HSV,2023-07-11 01:53,-86.7861,34.6439,196.00,74.00,68.00,73.90,0.00
EET,2023-07-11 01:53,-86.7818,33.1784,172.00,77.00,73.00,77.00,0.00
TOI,2023-07-11 01:53,-86.0121,31.8604,121.00,79.00,73.00,79.00,0.00
DHN,2023-07-11 01:53,-85.4500,31.3200,122.00,78.00,73.00,78.10,4.00
MGM,2023-07-11 01:53,-86.3940,32.3006,62.00,81.00,73.00,85.81,4.00
TCL,2023-07-11 01:53,-87.6161,33.2119,52.00,77.00,73.00,77.00,0.00
MSL,2023-07-11 01:53,-87.5996,34.7439,168.00,73.00,66.00,73.00,0.00
ANB,2023-07-11 01:53,-85.8479,33.5904,182.00,73.00,71.00,73.00,0.00
GZH,2023-07-11 01:53,-87.0441,31.4158,79.00,78.00,73.00,78.10,0.00
DCU,2023-07-11 01:53,-86.9453,34.6525,177.00,71.00,65.00,71.10,0.00
BHM,2023-07-11 01:53,-86.7449,33.5655,192.00,78.00,69.00,78.10,3.00
BFM,2023-07-11 01:53,-88.0681,30.6268,8.00,76.00,74.00,75.90,0.00
MXF,2023-07-11 01:54,-86.3658,32.3829,51.00,78.80,71.60,78.80,0.00
MDQ,2023-07-11 01:55,-86.5600,34.8600,230.00,71.20,64.60,71.20,0.00
JKA,2023-07-11 01:55,-87.6718,30.2905,4.90,77.00,75.20,77.00,0.00
4A9,2023-07-11 01:55,-85.7214,34.4737,267.00,71.40,65.50,71.40,0.00
ALX,2023-07-11 01:55,-85.9613,32.9143,193.00,75.40,75.20,75.40,0.00
8A0,2023-07-11 01:55,-86.2481,34.2316,317.00,73.40,64.40,73.40,0.00
LOR,2023-07-11 01:55,-85.7511,31.3558,74.00,80.00,71.80,83.87,0.00
4A6,2023-07-11 01:55,-86.0059,34.6887,198.00,,,,
JFX,2023-07-11 01:55,-87.3142,33.9020,147.00,73.40,73.40,73.40,0.00
CQF,2023-07-11 01:55,-87.8770,30.4605,27.00,75.20,73.40,75.20,0.00
CMD,2023-07-11 01:55,-86.8580,34.2687,289.02,68.00,68.00,68.00,0.00
DYA,2023-07-11 01:55,-87.9541,32.4638,32.25,76.80,76.50,76.80,0.00
SEM,2023-07-11 01:55,-86.9878,32.3439,44.25,78.80,78.80,78.80,0.00
SCD,2023-07-11 01:55,-86.3055,33.1718,170.50,78.30,71.20,78.30,0.00
EDN,2023-07-11 01:55,-85.9048,31.2982,104.85,80.00,72.70,84.19,0.00
ASN,2023-07-11 01:55,-86.0512,33.5695,155.32,78.00,71.40,77.90,0.00
PLR,2023-07-11 01:55,-86.2491,33.5588,144.69,73.40,73.40,73.40,0.00
1R8,2023-07-11 01:55,-87.8193,30.8703,72.03,77.00,73.40,77.00,0.00
HDL,2023-07-11 01:55,-85.3125,31.3641,108.00,78.80,77.00,78.80,3.00
OZR,2023-07-11 01:55,-85.7134,31.2758,91.00,80.60,69.80,83.90,3.00
HEY,2023-07-11 01:55,-85.6543,31.3460,97.00,77.50,74.70,77.50,0.00
MXF,2023-07-11 01:55,-86.3658,32.3829,51.00,79.20,72.00,79.20,0.00
1A9,2023-07-11 01:55,-86.5127,32.4387,63.56,77.50,74.00,77.50,3.00
SXS,2023-07-11 01:55,-85.8549,31.3612,122.26,80.40,72.00,84.46,4.00
HUA,2023-07-11 01:55,-86.6848,34.6786,209.00,73.00,66.20,72.90,0.00
1M4,2023-07-11 01:56,-87.6004,34.2803,284.00,70.00,70.00,70.00,0.00
MOB,2023-07-11 01:56,-88.2456,30.6883,67.00,76.00,72.00,75.90,3.00
GAD,2023-07-11 01:56,-86.0891,33.9727,173.00,72.00,71.00,72.00,0.00
79J,2023-07-11 01:56,-86.3902,31.3061,98.00,78.00,74.00,78.10,0.00
EKY,2023-07-11 01:56,-86.9263,33.3126,213.73,74.00,71.00,73.90,0.00
EUF,2023-07-11 01:58,-85.1289,31.9513,87.00,75.00,73.00,75.00,0.00
0J4,2023-07-11 01:58,-86.3119,31.0447,91.00,79.00,72.00,79.00,0.00
